            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2458066.416666667, A.D. 2017-Nov-08 22:00:00.0000,  4.283656749793345E+09, -1.309301943795434E+09, -7.175888125365883E+07,
2458066.458333333, A.D. 2017-Nov-08 23:00:00.0000,  4.283662340161927E+09, -1.309283114785563E+09, -7.175939841578496E+07,
2458066.500000000, A.D. 2017-Nov-09 00:00:00.0000,  4.283667930437366E+09, -1.309264285751720E+09, -7.175991556878448E+07,
2458066.541666667, A.D. 2017-Nov-09 01:00:00.0000,  4.283673520619657E+09, -1.309245456693932E+09, -7.176043271268064E+07,
2458066.583333333, A.D. 2017-Nov-09 02:00:00.0000,  4.283679110708800E+09, -1.309226627612227E+09, -7.176094984749734E+07,
2458066.625000000, A.D. 2017-Nov-09 03:00:00.0000,  4.283684700704792E+09, -1.309207798506633E+09, -7.176146697325766E+07,
2458066.666666667, A.D. 2017-Nov-09 04:00:00.0000,  4.283690290607631E+09, -1.309188969377177E+09, -7.176198408998519E+07,
2458066.708333333, A.D. 2017-Nov-09 05:00:00.0000,  4.283695880417314E+09, -1.309170140223887E+09, -7.176250119770390E+07,
2458066.750000000, A.D. 2017-Nov-09 06:00:00.0000,  4.283701470133838E+09, -1.309151311046791E+09, -7.176301829643649E+07,
2458066.791666667, A.D. 2017-Nov-09 07:00:00.0000,  4.283707059757202E+09, -1.309132481845917E+09, -7.176353538620740E+07,
2458066.833333333, A.D. 2017-Nov-09 08:00:00.0000,  4.283712649287403E+09, -1.309113652621293E+09, -7.176405246703935E+07,
2458066.875000000, A.D. 2017-Nov-09 09:00:00.0000,  4.283718238724439E+09, -1.309094823372945E+09, -7.176456953895611E+07,
2458066.916666667, A.D. 2017-Nov-09 10:00:00.0000,  4.283723828068307E+09, -1.309075994100902E+09, -7.176508660198134E+07,
2458066.958333333, A.D. 2017-Nov-09 11:00:00.0000,  4.283729417319005E+09, -1.309057164805192E+09, -7.176560365613830E+07,
2458067.000000000, A.D. 2017-Nov-09 12:00:00.0000,  4.283735006476531E+09, -1.309038335485842E+09, -7.176612070145077E+07,
2458067.041666667, A.D. 2017-Nov-09 13:00:00.0000,  4.283740595540882E+09, -1.309019506142880E+09, -7.176663773794192E+07,
2458067.083333333, A.D. 2017-Nov-09 14:00:00.0000,  4.283746184512055E+09, -1.309000676776334E+09, -7.176715476563561E+07,
2458067.125000000, A.D. 2017-Nov-09 15:00:00.0000,  4.283751773390049E+09, -1.308981847386231E+09, -7.176767178455508E+07,
2458067.166666667, A.D. 2017-Nov-09 16:00:00.0000,  4.283757362174861E+09, -1.308963017972600E+09, -7.176818879472387E+07,
2458067.208333333, A.D. 2017-Nov-09 17:00:00.0000,  4.283762950866490E+09, -1.308944188535467E+09, -7.176870579616559E+07,
2458067.250000000, A.D. 2017-Nov-09 18:00:00.0000,  4.283768539464931E+09, -1.308925359074862E+09, -7.176922278890377E+07,
2458067.291666667, A.D. 2017-Nov-09 19:00:00.0000,  4.283774127970183E+09, -1.308906529590811E+09, -7.176973977296197E+07,
2458067.333333333, A.D. 2017-Nov-09 20:00:00.0000,  4.283779716382244E+09, -1.308887700083342E+09, -7.177025674836344E+07,
2458067.375000000, A.D. 2017-Nov-09 21:00:00.0000,  4.283785304701111E+09, -1.308868870552482E+09, -7.177077371513170E+07,
2458067.416666667, A.D. 2017-Nov-09 22:00:00.0000,  4.283790892926782E+09, -1.308850040998261E+09, -7.177129067329031E+07,
2458067.458333333, A.D. 2017-Nov-09 23:00:00.0000,  4.283796481059254E+09, -1.308831211420705E+09, -7.177180762286317E+07,
2458067.500000000, A.D. 2017-Nov-10 00:00:00.0000,  4.283802069098526E+09, -1.308812381819841E+09, -7.177232456387347E+07,
2458067.541666667, A.D. 2017-Nov-10 01:00:00.0000,  4.283807657044594E+09, -1.308793552195699E+09, -7.177284149634445E+07,
2458067.583333333, A.D. 2017-Nov-10 02:00:00.0000,  4.283813244897456E+09, -1.308774722548306E+09, -7.177335842029989E+07,
2458067.625000000, A.D. 2017-Nov-10 03:00:00.0000,  4.283818832657110E+09, -1.308755892877688E+09, -7.177387533576345E+07,
2458067.666666667, A.D. 2017-Nov-10 04:00:00.0000,  4.283824420323554E+09, -1.308737063183875E+09, -7.177439224275827E+07,
2458067.708333333, A.D. 2017-Nov-10 05:00:00.0000,  4.283830007896785E+09, -1.308718233466893E+09, -7.177490914130837E+07,
2458067.750000000, A.D. 2017-Nov-10 06:00:00.0000,  4.283835595376801E+09, -1.308699403726772E+09, -7.177542603143668E+07,
2458067.791666667, A.D. 2017-Nov-10 07:00:00.0000,  4.283841182763599E+09, -1.308680573963537E+09, -7.177594291316700E+07,
2458067.833333333, A.D. 2017-Nov-10 08:00:00.0000,  4.283846770057178E+09, -1.308661744177217E+09, -7.177645978652269E+07,
2458067.875000000, A.D. 2017-Nov-10 09:00:00.0000,  4.283852357257534E+09, -1.308642914367840E+09, -7.177697665152746E+07,
2458067.916666667, A.D. 2017-Nov-10 10:00:00.0000,  4.283857944364666E+09, -1.308624084535433E+09, -7.177749350820476E+07,
2458067.958333333, A.D. 2017-Nov-10 11:00:00.0000,  4.283863531378571E+09, -1.308605254680024E+09, -7.177801035657817E+07,
2458068.000000000, A.D. 2017-Nov-10 12:00:00.0000,  4.283869118299245E+09, -1.308586424801642E+09, -7.177852719667089E+07,
2458068.041666667, A.D. 2017-Nov-10 13:00:00.0000,  4.283874705126688E+09, -1.308567594900313E+09, -7.177904402850676E+07,
2458068.083333333, A.D. 2017-Nov-10 14:00:00.0000,  4.283880291860897E+09, -1.308548764976065E+09, -7.177956085210901E+07,
2458068.125000000, A.D. 2017-Nov-10 15:00:00.0000,  4.283885878501870E+09, -1.308529935028927E+09, -7.178007766750127E+07,
2458068.166666667, A.D. 2017-Nov-10 16:00:00.0000,  4.283891465049603E+09, -1.308511105058925E+09, -7.178059447470719E+07,
2458068.208333333, A.D. 2017-Nov-10 17:00:00.0000,  4.283897051504096E+09, -1.308492275066088E+09, -7.178111127375019E+07,
2458068.250000000, A.D. 2017-Nov-10 18:00:00.0000,  4.283902637865344E+09, -1.308473445050443E+09, -7.178162806465352E+07,
2458068.291666667, A.D. 2017-Nov-10 19:00:00.0000,  4.283908224133347E+09, -1.308454615012018E+09, -7.178214484744108E+07,
2458068.333333333, A.D. 2017-Nov-10 20:00:00.0000,  4.283913810308101E+09, -1.308435784950841E+09, -7.178266162213612E+07,
2458068.375000000, A.D. 2017-Nov-10 21:00:00.0000,  4.283919396389604E+09, -1.308416954866940E+09, -7.178317838876224E+07,
2458068.416666667, A.D. 2017-Nov-10 22:00:00.0000,  4.283924982377854E+09, -1.308398124760341E+09, -7.178369514734286E+07,
2458068.458333333, A.D. 2017-Nov-10 23:00:00.0000,  4.283930568272849E+09, -1.308379294631074E+09, -7.178421189790154E+07,
2458068.500000000, A.D. 2017-Nov-11 00:00:00.0000,  4.283936154074585E+09, -1.308360464479166E+09, -7.178472864046180E+07,
2458068.541666667, A.D. 2017-Nov-11 01:00:00.0000,  4.283941739783062E+09, -1.308341634304644E+09, -7.178524537504727E+07,
2458068.583333333, A.D. 2017-Nov-11 02:00:00.0000,  4.283947325398275E+09, -1.308322804107535E+09, -7.178576210168135E+07,
2458068.625000000, A.D. 2017-Nov-11 03:00:00.0000,  4.283952910920224E+09, -1.308303973887869E+09, -7.178627882038748E+07,
2458068.666666667, A.D. 2017-Nov-11 04:00:00.0000,  4.283958496348905E+09, -1.308285143645673E+09, -7.178679553118908E+07,
2458068.708333333, A.D. 2017-Nov-11 05:00:00.0000,  4.283964081684316E+09, -1.308266313380974E+09, -7.178731223410976E+07,
2458068.750000000, A.D. 2017-Nov-11 06:00:00.0000,  4.283969666926455E+09, -1.308247483093800E+09, -7.178782892917329E+07,
2458068.791666667, A.D. 2017-Nov-11 07:00:00.0000,  4.283975252075320E+09, -1.308228652784178E+09, -7.178834561640275E+07,
2458068.833333333, A.D. 2017-Nov-11 08:00:00.0000,  4.283980837130908E+09, -1.308209822452138E+09, -7.178886229582202E+07,
2458068.875000000, A.D. 2017-Nov-11 09:00:00.0000,  4.283986422093216E+09, -1.308190992097706E+09, -7.178937896745420E+07,
2458068.916666667, A.D. 2017-Nov-11 10:00:00.0000,  4.283992006962243E+09, -1.308172161720909E+09, -7.178989563132328E+07,
2458068.958333333, A.D. 2017-Nov-11 11:00:00.0000,  4.283997591737985E+09, -1.308153331321777E+09, -7.179041228745216E+07,
2458069.000000000, A.D. 2017-Nov-11 12:00:00.0000,  4.284003176420442E+09, -1.308134500900336E+09, -7.179092893586487E+07,
2458069.041666667, A.D. 2017-Nov-11 13:00:00.0000,  4.284008761009609E+09, -1.308115670456614E+09, -7.179144557658482E+07,
2458069.083333333, A.D. 2017-Nov-11 14:00:00.0000,  4.284014345505485E+09, -1.308096839990639E+09, -7.179196220963550E+07,
2458069.125000000, A.D. 2017-Nov-11 15:00:00.0000,  4.284019929908068E+09, -1.308078009502439E+09, -7.179247883504009E+07,
2458069.166666667, A.D. 2017-Nov-11 16:00:00.0000,  4.284025514217355E+09, -1.308059178992041E+09, -7.179299545282251E+07,
2458069.208333333, A.D. 2017-Nov-11 17:00:00.0000,  4.284031098433342E+09, -1.308040348459474E+09, -7.179351206300598E+07,
2458069.250000000, A.D. 2017-Nov-11 18:00:00.0000,  4.284036682556030E+09, -1.308021517904764E+09, -7.179402866561419E+07,
2458069.291666667, A.D. 2017-Nov-11 19:00:00.0000,  4.284042266585415E+09, -1.308002687327940E+09, -7.179454526067060E+07,
2458069.333333333, A.D. 2017-Nov-11 20:00:00.0000,  4.284047850521494E+09, -1.307983856729030E+09, -7.179506184819871E+07,
2458069.375000000, A.D. 2017-Nov-11 21:00:00.0000,  4.284053434364265E+09, -1.307965026108060E+09, -7.179557842822206E+07,
2458069.416666667, A.D. 2017-Nov-11 22:00:00.0000,  4.284059018113727E+09, -1.307946195465059E+09, -7.179609500076419E+07,
2458069.458333333, A.D. 2017-Nov-11 23:00:00.0000,  4.284064601769876E+09, -1.307927364800055E+09, -7.179661156584841E+07,
2458069.500000000, A.D. 2017-Nov-12 00:00:00.0000,  4.284070185332709E+09, -1.307908534113075E+09, -7.179712812349844E+07,
2458069.541666667, A.D. 2017-Nov-12 01:00:00.0000,  4.284075768802226E+09, -1.307889703404148E+09, -7.179764467373753E+07,
2458069.583333333, A.D. 2017-Nov-12 02:00:00.0000,  4.284081352178422E+09, -1.307870872673299E+09, -7.179816121658969E+07,
2458069.625000000, A.D. 2017-Nov-12 03:00:00.0000,  4.284086935461298E+09, -1.307852041920559E+09, -7.179867775207794E+07,
2458069.666666667, A.D. 2017-Nov-12 04:00:00.0000,  4.284092518650847E+09, -1.307833211145954E+09, -7.179919428022569E+07,
2458069.708333333, A.D. 2017-Nov-12 05:00:00.0000,  4.284098101747071E+09, -1.307814380349511E+09, -7.179971080105704E+07,
2458069.750000000, A.D. 2017-Nov-12 06:00:00.0000,  4.284103684749965E+09, -1.307795549531260E+09, -7.180022731459498E+07,
2458069.791666667, A.D. 2017-Nov-12 07:00:00.0000,  4.284109267659528E+09, -1.307776718691226E+09, -7.180074382086331E+07,
2458069.833333333, A.D. 2017-Nov-12 08:00:00.0000,  4.284114850475756E+09, -1.307757887829439E+09, -7.180126031988519E+07,
2458069.875000000, A.D. 2017-Nov-12 09:00:00.0000,  4.284120433198649E+09, -1.307739056945926E+09, -7.180177681168449E+07,
2458069.916666667, A.D. 2017-Nov-12 10:00:00.0000,  4.284126015828203E+09, -1.307720226040714E+09, -7.180229329628456E+07,
2458069.958333333, A.D. 2017-Nov-12 11:00:00.0000,  4.284131598364415E+09, -1.307701395113832E+09, -7.180280977370894E+07,
2458070.000000000, A.D. 2017-Nov-12 12:00:00.0000,  4.284137180807284E+09, -1.307682564165307E+09, -7.180332624398112E+07,
2458070.041666667, A.D. 2017-Nov-12 13:00:00.0000,  4.284142763156808E+09, -1.307663733195167E+09, -7.180384270712453E+07,
2458070.083333333, A.D. 2017-Nov-12 14:00:00.0000,  4.284148345412983E+09, -1.307644902203439E+09, -7.180435916316283E+07,
2458070.125000000, A.D. 2017-Nov-12 15:00:00.0000,  4.284153927575808E+09, -1.307626071190152E+09, -7.180487561211944E+07,
2458070.166666667, A.D. 2017-Nov-12 16:00:00.0000,  4.284159509645279E+09, -1.307607240155332E+09, -7.180539205401766E+07,
2458070.208333333, A.D. 2017-Nov-12 17:00:00.0000,  4.284165091621396E+09, -1.307588409099009E+09, -7.180590848888153E+07,
2458070.250000000, A.D. 2017-Nov-12 18:00:00.0000,  4.284170673504155E+09, -1.307569578021209E+09, -7.180642491673416E+07,
2458070.291666667, A.D. 2017-Nov-12 19:00:00.0000,  4.284176255293553E+09, -1.307550746921960E+09, -7.180694133759904E+07,
2458070.333333333, A.D. 2017-Nov-12 20:00:00.0000,  4.284181836989590E+09, -1.307531915801290E+09, -7.180745775149977E+07,
2458070.375000000, A.D. 2017-Nov-12 21:00:00.0000,  4.284187418592261E+09, -1.307513084659227E+09, -7.180797415845978E+07,
2458070.416666667, A.D. 2017-Nov-12 22:00:00.0000,  4.284193000101565E+09, -1.307494253495798E+09, -7.180849055850285E+07,
2458070.458333333, A.D. 2017-Nov-12 23:00:00.0000,  4.284198581517500E+09, -1.307475422311031E+09, -7.180900695165211E+07,
2458070.500000000, A.D. 2017-Nov-13 00:00:00.0000,  4.284204162840063E+09, -1.307456591104954E+09, -7.180952333793151E+07,
2458070.541666667, A.D. 2017-Nov-13 01:00:00.0000,  4.284209744069251E+09, -1.307437759877595E+09, -7.181003971736401E+07,
2458070.583333333, A.D. 2017-Nov-13 02:00:00.0000,  4.284215325205062E+09, -1.307418928628982E+09, -7.181055608997345E+07,
2458070.625000000, A.D. 2017-Nov-13 03:00:00.0000,  4.284220906247496E+09, -1.307400097359141E+09, -7.181107245578331E+07,
2458070.666666667, A.D. 2017-Nov-13 04:00:00.0000,  4.284226487196547E+09, -1.307381266068101E+09, -7.181158881481689E+07,
2458070.708333333, A.D. 2017-Nov-13 05:00:00.0000,  4.284232068052214E+09, -1.307362434755889E+09, -7.181210516709810E+07,
2458070.750000000, A.D. 2017-Nov-13 06:00:00.0000,  4.284237648814495E+09, -1.307343603422534E+09, -7.181262151265025E+07,
2458070.791666667, A.D. 2017-Nov-13 07:00:00.0000,  4.284243229483387E+09, -1.307324772068064E+09, -7.181313785149658E+07,
2458070.833333333, A.D. 2017-Nov-13 08:00:00.0000,  4.284248810058889E+09, -1.307305940692504E+09, -7.181365418366104E+07,
2458070.875000000, A.D. 2017-Nov-13 09:00:00.0000,  4.284254390540998E+09, -1.307287109295885E+09, -7.181417050916678E+07,
2458070.916666667, A.D. 2017-Nov-13 10:00:00.0000,  4.284259970929710E+09, -1.307268277878232E+09, -7.181468682803744E+07,
2458070.958333333, A.D. 2017-Nov-13 11:00:00.0000,  4.284265551225025E+09, -1.307249446439575E+09, -7.181520314029670E+07,
2458071.000000000, A.D. 2017-Nov-13 12:00:00.0000,  4.284271131426939E+09, -1.307230614979940E+09, -7.181571944596785E+07,
2458071.041666667, A.D. 2017-Nov-13 13:00:00.0000,  4.284276711535450E+09, -1.307211783499356E+09, -7.181623574507439E+07,
2458071.083333333, A.D. 2017-Nov-13 14:00:00.0000,  4.284282291550557E+09, -1.307192951997849E+09, -7.181675203764004E+07,
2458071.125000000, A.D. 2017-Nov-13 15:00:00.0000,  4.284287871472255E+09, -1.307174120475449E+09, -7.181726832368785E+07,
2458071.166666667, A.D. 2017-Nov-13 16:00:00.0000,  4.284293451300544E+09, -1.307155288932182E+09, -7.181778460324174E+07,
2458071.208333333, A.D. 2017-Nov-13 17:00:00.0000,  4.284299031035420E+09, -1.307136457368077E+09, -7.181830087632543E+07,
2458071.250000000, A.D. 2017-Nov-13 18:00:00.0000,  4.284304610676882E+09, -1.307117625783160E+09, -7.181881714296168E+07,
2458071.291666667, A.D. 2017-Nov-13 19:00:00.0000,  4.284310190224926E+09, -1.307098794177461E+09, -7.181933340317458E+07,
2458071.333333333, A.D. 2017-Nov-13 20:00:00.0000,  4.284315769679552E+09, -1.307079962551006E+09, -7.181984965698743E+07,
2458071.375000000, A.D. 2017-Nov-13 21:00:00.0000,  4.284321349040755E+09, -1.307061130903823E+09, -7.182036590442389E+07,
2458071.416666667, A.D. 2017-Nov-13 22:00:00.0000,  4.284326928308534E+09, -1.307042299235941E+09, -7.182088214550722E+07,
2458071.458333333, A.D. 2017-Nov-13 23:00:00.0000,  4.284332507482886E+09, -1.307023467547386E+09, -7.182139838026118E+07,
2458071.500000000, A.D. 2017-Nov-14 00:00:00.0000,  4.284338086563810E+09, -1.307004635838187E+09, -7.182191460870904E+07,
2458071.541666667, A.D. 2017-Nov-14 01:00:00.0000,  4.284343665551302E+09, -1.306985804108371E+09, -7.182243083087444E+07,
2458071.583333333, A.D. 2017-Nov-14 02:00:00.0000,  4.284349244445361E+09, -1.306966972357965E+09, -7.182294704678106E+07,
2458071.625000000, A.D. 2017-Nov-14 03:00:00.0000,  4.284354823245984E+09, -1.306948140586999E+09, -7.182346325645190E+07,
2458071.666666667, A.D. 2017-Nov-14 04:00:00.0000,  4.284360401953167E+09, -1.306929308795499E+09, -7.182397945991087E+07,
2458071.708333333, A.D. 2017-Nov-14 05:00:00.0000,  4.284365980566911E+09, -1.306910476983493E+09, -7.182449565718150E+07,
2458071.750000000, A.D. 2017-Nov-14 06:00:00.0000,  4.284371559087211E+09, -1.306891645151009E+09, -7.182501184828717E+07,
2458071.791666667, A.D. 2017-Nov-14 07:00:00.0000,  4.284377137514065E+09, -1.306872813298075E+09, -7.182552803325129E+07,
2458071.833333333, A.D. 2017-Nov-14 08:00:00.0000,  4.284382715847472E+09, -1.306853981424718E+09, -7.182604421209753E+07,
2458071.875000000, A.D. 2017-Nov-14 09:00:00.0000,  4.284388294087428E+09, -1.306835149530966E+09, -7.182656038484943E+07,
2458071.916666667, A.D. 2017-Nov-14 10:00:00.0000,  4.284393872233932E+09, -1.306816317616847E+09, -7.182707655153036E+07,
2458071.958333333, A.D. 2017-Nov-14 11:00:00.0000,  4.284399450286980E+09, -1.306797485682389E+09, -7.182759271216381E+07,
2458072.000000000, A.D. 2017-Nov-14 12:00:00.0000,  4.284405028246571E+09, -1.306778653727618E+09, -7.182810886677355E+07,
2458072.041666667, A.D. 2017-Nov-14 13:00:00.0000,  4.284410606112702E+09, -1.306759821752564E+09, -7.182862501538241E+07,
2458072.083333333, A.D. 2017-Nov-14 14:00:00.0000,  4.284416183885371E+09, -1.306740989757253E+09, -7.182914115801501E+07,
2458072.125000000, A.D. 2017-Nov-14 15:00:00.0000,  4.284421761564576E+09, -1.306722157741714E+09, -7.182965729469371E+07,
2458072.166666667, A.D. 2017-Nov-14 16:00:00.0000,  4.284427339150313E+09, -1.306703325705975E+09, -7.183017342544287E+07,
2458072.208333333, A.D. 2017-Nov-14 17:00:00.0000,  4.284432916642581E+09, -1.306684493650062E+09, -7.183068955028552E+07,
2458072.250000000, A.D. 2017-Nov-14 18:00:00.0000,  4.284438494041378E+09, -1.306665661574004E+09, -7.183120566924524E+07,
2458072.291666667, A.D. 2017-Nov-14 19:00:00.0000,  4.284444071346700E+09, -1.306646829477828E+09, -7.183172178234565E+07,
2458072.333333333, A.D. 2017-Nov-14 20:00:00.0000,  4.284449648558546E+09, -1.306627997361562E+09, -7.183223788961011E+07,
2458072.375000000, A.D. 2017-Nov-14 21:00:00.0000,  4.284455225676913E+09, -1.306609165225235E+09, -7.183275399106222E+07,
2458072.416666667, A.D. 2017-Nov-14 22:00:00.0000,  4.284460802701799E+09, -1.306590333068873E+09, -7.183327008672547E+07,
2458072.458333333, A.D. 2017-Nov-14 23:00:00.0000,  4.284466379633202E+09, -1.306571500892504E+09, -7.183378617662370E+07,
2458072.500000000, A.D. 2017-Nov-15 00:00:00.0000,  4.284471956471118E+09, -1.306552668696157E+09, -7.183430226077968E+07,
2458072.541666667, A.D. 2017-Nov-15 01:00:00.0000,  4.284477533215546E+09, -1.306533836479858E+09, -7.183481833921742E+07,
2458072.583333333, A.D. 2017-Nov-15 02:00:00.0000,  4.284483109866483E+09, -1.306515004243636E+09, -7.183533441196054E+07,
2458072.625000000, A.D. 2017-Nov-15 03:00:00.0000,  4.284488686423928E+09, -1.306496171987518E+09, -7.183585047903210E+07,
2458072.666666667, A.D. 2017-Nov-15 04:00:00.0000,  4.284494262887877E+09, -1.306477339711532E+09, -7.183636654045600E+07,
2458072.708333333, A.D. 2017-Nov-15 05:00:00.0000,  4.284499839258327E+09, -1.306458507415706E+09, -7.183688259625554E+07,
2458072.750000000, A.D. 2017-Nov-15 06:00:00.0000,  4.284505415535278E+09, -1.306439675100068E+09, -7.183739864645427E+07,
2458072.791666667, A.D. 2017-Nov-15 07:00:00.0000,  4.284510991718727E+09, -1.306420842764644E+09, -7.183791469107574E+07,
2458072.833333333, A.D. 2017-Nov-15 08:00:00.0000,  4.284516567808670E+09, -1.306402010409463E+09, -7.183843073014331E+07,
2458072.875000000, A.D. 2017-Nov-15 09:00:00.0000,  4.284522143805106E+09, -1.306383178034554E+09, -7.183894676368082E+07,
2458072.916666667, A.D. 2017-Nov-15 10:00:00.0000,  4.284527719708032E+09, -1.306364345639942E+09, -7.183946279171145E+07,
2458072.958333333, A.D. 2017-Nov-15 11:00:00.0000,  4.284533295517447E+09, -1.306345513225657E+09, -7.183997881425881E+07,
2458073.000000000, A.D. 2017-Nov-15 12:00:00.0000,  4.284538871233346E+09, -1.306326680791726E+09, -7.184049483134639E+07,
2458073.041666667, A.D. 2017-Nov-15 13:00:00.0000,  4.284544446855730E+09, -1.306307848338176E+09, -7.184101084299773E+07,
2458073.083333333, A.D. 2017-Nov-15 14:00:00.0000,  4.284550022384593E+09, -1.306289015865036E+09, -7.184152684923625E+07,
2458073.125000000, A.D. 2017-Nov-15 15:00:00.0000,  4.284555597819935E+09, -1.306270183372332E+09, -7.184204285008550E+07,
2458073.166666667, A.D. 2017-Nov-15 16:00:00.0000,  4.284561173161753E+09, -1.306251350860094E+09, -7.184255884556907E+07,
2458073.208333333, A.D. 2017-Nov-15 17:00:00.0000,  4.284566748410045E+09, -1.306232518328348E+09, -7.184307483571053E+07,
2458073.250000000, A.D. 2017-Nov-15 18:00:00.0000,  4.284572323564808E+09, -1.306213685777122E+09, -7.184359082053310E+07,
2458073.291666667, A.D. 2017-Nov-15 19:00:00.0000,  4.284577898626041E+09, -1.306194853206445E+09, -7.184410680006051E+07,
2458073.333333333, A.D. 2017-Nov-15 20:00:00.0000,  4.284583473593740E+09, -1.306176020616343E+09, -7.184462277431619E+07,
2458073.375000000, A.D. 2017-Nov-15 21:00:00.0000,  4.284589048467902E+09, -1.306157188006845E+09, -7.184513874332368E+07,
2458073.416666667, A.D. 2017-Nov-15 22:00:00.0000,  4.284594623248527E+09, -1.306138355377978E+09, -7.184565470710641E+07,
2458073.458333333, A.D. 2017-Nov-15 23:00:00.0000,  4.284600197935611E+09, -1.306119522729770E+09, -7.184617066568804E+07,
2458073.500000000, A.D. 2017-Nov-16 00:00:00.0000,  4.284605772529152E+09, -1.306100690062249E+09, -7.184668661909175E+07,
2458073.541666667, A.D. 2017-Nov-16 01:00:00.0000,  4.284611347029148E+09, -1.306081857375441E+09, -7.184720256734163E+07,
2458073.583333333, A.D. 2017-Nov-16 02:00:00.0000,  4.284616921435596E+09, -1.306063024669377E+09, -7.184771851046056E+07,
2458073.625000000, A.D. 2017-Nov-16 03:00:00.0000,  4.284622495748494E+09, -1.306044191944081E+09, -7.184823444847250E+07,
2458073.666666667, A.D. 2017-Nov-16 04:00:00.0000,  4.284628069967840E+09, -1.306025359199584E+09, -7.184875038140064E+07,
2458073.708333333, A.D. 2017-Nov-16 05:00:00.0000,  4.284633644093630E+09, -1.306006526435912E+09, -7.184926630926871E+07,
2458073.750000000, A.D. 2017-Nov-16 06:00:00.0000,  4.284639218125864E+09, -1.305987693653093E+09, -7.184978223210013E+07,
2458073.791666667, A.D. 2017-Nov-16 07:00:00.0000,  4.284644792064538E+09, -1.305968860851155E+09, -7.185029814991832E+07,
2458073.833333333, A.D. 2017-Nov-16 08:00:00.0000,  4.284650365909650E+09, -1.305950028030126E+09, -7.185081406274694E+07,
2458073.875000000, A.D. 2017-Nov-16 09:00:00.0000,  4.284655939661198E+09, -1.305931195190032E+09, -7.185132997060937E+07,
2458073.916666667, A.D. 2017-Nov-16 10:00:00.0000,  4.284661513319179E+09, -1.305912362330903E+09, -7.185184587352902E+07,
2458073.958333333, A.D. 2017-Nov-16 11:00:00.0000,  4.284667086883591E+09, -1.305893529452765E+09, -7.185236177152973E+07,
2458074.000000000, A.D. 2017-Nov-16 12:00:00.0000,  4.284672660354432E+09, -1.305874696555648E+09, -7.185287766463494E+07,
2458074.041666667, A.D. 2017-Nov-16 13:00:00.0000,  4.284678233731698E+09, -1.305855863639577E+09, -7.185339355286777E+07,
2458074.083333333, A.D. 2017-Nov-16 14:00:00.0000,  4.284683807015388E+09, -1.305837030704581E+09, -7.185390943625224E+07,
2458074.125000000, A.D. 2017-Nov-16 15:00:00.0000,  4.284689380205501E+09, -1.305818197750688E+09, -7.185442531481147E+07,
2458074.166666667, A.D. 2017-Nov-16 16:00:00.0000,  4.284694953302032E+09, -1.305799364777925E+09, -7.185494118856901E+07,
2458074.208333333, A.D. 2017-Nov-16 17:00:00.0000,  4.284700526304979E+09, -1.305780531786320E+09, -7.185545705754870E+07,
2458074.250000000, A.D. 2017-Nov-16 18:00:00.0000,  4.284706099214341E+09, -1.305761698775902E+09, -7.185597292177373E+07,
2458074.291666667, A.D. 2017-Nov-16 19:00:00.0000,  4.284711672030115E+09, -1.305742865746697E+09, -7.185648878126752E+07,
2458074.333333333, A.D. 2017-Nov-16 20:00:00.0000,  4.284717244752298E+09, -1.305724032698733E+09, -7.185700463605398E+07,
2458074.375000000, A.D. 2017-Nov-16 21:00:00.0000,  4.284722817380889E+09, -1.305705199632038E+09, -7.185752048615617E+07,
2458074.416666667, A.D. 2017-Nov-16 22:00:00.0000,  4.284728389915884E+09, -1.305686366546641E+09, -7.185803633159798E+07,
2458074.458333333, A.D. 2017-Nov-16 23:00:00.0000,  4.284733962357282E+09, -1.305667533442567E+09, -7.185855217240280E+07,
2458074.500000000, A.D. 2017-Nov-17 00:00:00.0000,  4.284739534705080E+09, -1.305648700319847E+09, -7.185906800859392E+07,
2458074.541666667, A.D. 2017-Nov-17 01:00:00.0000,  4.284745106959275E+09, -1.305629867178505E+09, -7.185958384019500E+07,
2458074.583333333, A.D. 2017-Nov-17 02:00:00.0000,  4.284750679119866E+09, -1.305611034018572E+09, -7.186009966722947E+07,
2458074.625000000, A.D. 2017-Nov-17 03:00:00.0000,  4.284756251186850E+09, -1.305592200840075E+09, -7.186061548972106E+07,
2458074.666666667, A.D. 2017-Nov-17 04:00:00.0000,  4.284761823160224E+09, -1.305573367643040E+09, -7.186113130769318E+07,
2458074.708333333, A.D. 2017-Nov-17 05:00:00.0000,  4.284767395039987E+09, -1.305554534427496E+09, -7.186164712116915E+07,
2458074.750000000, A.D. 2017-Nov-17 06:00:00.0000,  4.284772966826135E+09, -1.305535701193472E+09, -7.186216293017262E+07,
2458074.791666667, A.D. 2017-Nov-17 07:00:00.0000,  4.284778538518667E+09, -1.305516867940993E+09, -7.186267873472708E+07,
2458074.833333333, A.D. 2017-Nov-17 08:00:00.0000,  4.284784110117580E+09, -1.305498034670089E+09, -7.186319453485620E+07,
2458074.875000000, A.D. 2017-Nov-17 09:00:00.0000,  4.284789681622871E+09, -1.305479201380787E+09, -7.186371033058321E+07,
2458074.916666667, A.D. 2017-Nov-17 10:00:00.0000,  4.284795253034539E+09, -1.305460368073114E+09, -7.186422612193173E+07,
