            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2458111.125000000, A.D. 2017-Dec-23 15:00:00.0000,  4.289606683262721E+09, -1.289084136043438E+09, -7.231202162647951E+07,
2458111.166666667, A.D. 2017-Dec-23 16:00:00.0000,  4.289612184330018E+09, -1.289065280769273E+09, -7.231253676213503E+07,
2458111.208333333, A.D. 2017-Dec-23 17:00:00.0000,  4.289617685310909E+09, -1.289046425481034E+09, -7.231305190287292E+07,
2458111.250000000, A.D. 2017-Dec-23 18:00:00.0000,  4.289623186205424E+09, -1.289027570178721E+09, -7.231356704871541E+07,
2458111.291666667, A.D. 2017-Dec-23 19:00:00.0000,  4.289628687013589E+09, -1.289008714862335E+09, -7.231408219968492E+07,
2458111.333333333, A.D. 2017-Dec-23 20:00:00.0000,  4.289634187735435E+09, -1.288989859531874E+09, -7.231459735580349E+07,
2458111.375000000, A.D. 2017-Dec-23 21:00:00.0000,  4.289639688370988E+09, -1.288971004187341E+09, -7.231511251709372E+07,
2458111.416666667, A.D. 2017-Dec-23 22:00:00.0000,  4.289645188920278E+09, -1.288952148828734E+09, -7.231562768357760E+07,
2458111.458333333, A.D. 2017-Dec-23 23:00:00.0000,  4.289650689383332E+09, -1.288933293456053E+09, -7.231614285527754E+07,
2458111.500000000, A.D. 2017-Dec-24 00:00:00.0000,  4.289656189760180E+09, -1.288914438069300E+09, -7.231665803221583E+07,
2458111.541666667, A.D. 2017-Dec-24 01:00:00.0000,  4.289661690050848E+09, -1.288895582668473E+09, -7.231717321441478E+07,
2458111.583333333, A.D. 2017-Dec-24 02:00:00.0000,  4.289667190255367E+09, -1.288876727253574E+09, -7.231768840189660E+07,
2458111.625000000, A.D. 2017-Dec-24 03:00:00.0000,  4.289672690373764E+09, -1.288857871824602E+09, -7.231820359468347E+07,
2458111.666666667, A.D. 2017-Dec-24 04:00:00.0000,  4.289678190406067E+09, -1.288839016381557E+09, -7.231871879279798E+07,
2458111.708333333, A.D. 2017-Dec-24 05:00:00.0000,  4.289683690352305E+09, -1.288820160924440E+09, -7.231923399626213E+07,
2458111.750000000, A.D. 2017-Dec-24 06:00:00.0000,  4.289689190212506E+09, -1.288801305453251E+09, -7.231974920509827E+07,
2458111.791666667, A.D. 2017-Dec-24 07:00:00.0000,  4.289694689986699E+09, -1.288782449967988E+09, -7.232026441932887E+07,
2458111.833333333, A.D. 2017-Dec-24 08:00:00.0000,  4.289700189674911E+09, -1.288763594468655E+09, -7.232077963897604E+07,
2458111.875000000, A.D. 2017-Dec-24 09:00:00.0000,  4.289705689277173E+09, -1.288744738955249E+09, -7.232129486406195E+07,
2458111.916666667, A.D. 2017-Dec-24 10:00:00.0000,  4.289711188793510E+09, -1.288725883427771E+09, -7.232181009460902E+07,
2458111.958333333, A.D. 2017-Dec-24 11:00:00.0000,  4.289716688223953E+09, -1.288707027886221E+09, -7.232232533063972E+07,
2458112.000000000, A.D. 2017-Dec-24 12:00:00.0000,  4.289722187568528E+09, -1.288688172330600E+09, -7.232284057217598E+07,
2458112.041666667, A.D. 2017-Dec-24 13:00:00.0000,  4.289727686827265E+09, -1.288669316760907E+09, -7.232335581924039E+07,
2458112.083333333, A.D. 2017-Dec-24 14:00:00.0000,  4.289733186000193E+09, -1.288650461177143E+09, -7.232387107185483E+07,
2458112.125000000, A.D. 2017-Dec-24 15:00:00.0000,  4.289738685087339E+09, -1.288631605579308E+09, -7.232438633004200E+07,
2458112.166666667, A.D. 2017-Dec-24 16:00:00.0000,  4.289744184088731E+09, -1.288612749967402E+09, -7.232490159382391E+07,
2458112.208333333, A.D. 2017-Dec-24 17:00:00.0000,  4.289749683004399E+09, -1.288593894341424E+09, -7.232541686322308E+07,
2458112.250000000, A.D. 2017-Dec-24 18:00:00.0000,  4.289755181834369E+09, -1.288575038701376E+09, -7.232593213826150E+07,
2458112.291666667, A.D. 2017-Dec-24 19:00:00.0000,  4.289760680578672E+09, -1.288556183047257E+09, -7.232644741896188E+07,
2458112.333333333, A.D. 2017-Dec-24 20:00:00.0000,  4.289766179237335E+09, -1.288537327379067E+09, -7.232696270534605E+07,
2458112.375000000, A.D. 2017-Dec-24 21:00:00.0000,  4.289771677810387E+09, -1.288518471696808E+09, -7.232747799743634E+07,
2458112.416666667, A.D. 2017-Dec-24 22:00:00.0000,  4.289777176297854E+09, -1.288499616000477E+09, -7.232799329525548E+07,
2458112.458333333, A.D. 2017-Dec-24 23:00:00.0000,  4.289782674699768E+09, -1.288480760290076E+09, -7.232850859882522E+07,
2458112.500000000, A.D. 2017-Dec-25 00:00:00.0000,  4.289788173016155E+09, -1.288461904565606E+09, -7.232902390816814E+07,
2458112.541666667, A.D. 2017-Dec-25 01:00:00.0000,  4.289793671247044E+09, -1.288443048827065E+09, -7.232953922330636E+07,
2458112.583333333, A.D. 2017-Dec-25 02:00:00.0000,  4.289799169392463E+09, -1.288424193074455E+09, -7.233005454426241E+07,
2458112.625000000, A.D. 2017-Dec-25 03:00:00.0000,  4.289804667452440E+09, -1.288405337307774E+09, -7.233056987105823E+07,
2458112.666666667, A.D. 2017-Dec-25 04:00:00.0000,  4.289810165427005E+09, -1.288386481527024E+09, -7.233108520371640E+07,
2458112.708333333, A.D. 2017-Dec-25 05:00:00.0000,  4.289815663316185E+09, -1.288367625732205E+09, -7.233160054225904E+07,
2458112.750000000, A.D. 2017-Dec-25 06:00:00.0000,  4.289821161120008E+09, -1.288348769923316E+09, -7.233211588670844E+07,
2458112.791666667, A.D. 2017-Dec-25 07:00:00.0000,  4.289826658838503E+09, -1.288329914100358E+09, -7.233263123708695E+07,
2458112.833333333, A.D. 2017-Dec-25 08:00:00.0000,  4.289832156471700E+09, -1.288311058263331E+09, -7.233314659341669E+07,
2458112.875000000, A.D. 2017-Dec-25 09:00:00.0000,  4.289837654019624E+09, -1.288292202412235E+09, -7.233366195572042E+07,
2458112.916666667, A.D. 2017-Dec-25 10:00:00.0000,  4.289843151482306E+09, -1.288273346547071E+09, -7.233417732401979E+07,
2458112.958333333, A.D. 2017-Dec-25 11:00:00.0000,  4.289848648859773E+09, -1.288254490667837E+09, -7.233469269833738E+07,
2458113.000000000, A.D. 2017-Dec-25 12:00:00.0000,  4.289854146152054E+09, -1.288235634774535E+09, -7.233520807869554E+07,
2458113.041666667, A.D. 2017-Dec-25 13:00:00.0000,  4.289859643359177E+09, -1.288216778867165E+09, -7.233572346511650E+07,
2458113.083333333, A.D. 2017-Dec-25 14:00:00.0000,  4.289865140481171E+09, -1.288197922945726E+09, -7.233623885762250E+07,
2458113.125000000, A.D. 2017-Dec-25 15:00:00.0000,  4.289870637518063E+09, -1.288179067010219E+09, -7.233675425623578E+07,
2458113.166666667, A.D. 2017-Dec-25 16:00:00.0000,  4.289876134469882E+09, -1.288160211060644E+09, -7.233726966097867E+07,
2458113.208333333, A.D. 2017-Dec-25 17:00:00.0000,  4.289881631336658E+09, -1.288141355097000E+09, -7.233778507187343E+07,
2458113.250000000, A.D. 2017-Dec-25 18:00:00.0000,  4.289887128118417E+09, -1.288122499119289E+09, -7.233830048894244E+07,
2458113.291666667, A.D. 2017-Dec-25 19:00:00.0000,  4.289892624815188E+09, -1.288103643127511E+09, -7.233881591220790E+07,
2458113.333333333, A.D. 2017-Dec-25 20:00:00.0000,  4.289898121427000E+09, -1.288084787121665E+09, -7.233933134169203E+07,
2458113.375000000, A.D. 2017-Dec-25 21:00:00.0000,  4.289903617953881E+09, -1.288065931101751E+09, -7.233984677741736E+07,
2458113.416666667, A.D. 2017-Dec-25 22:00:00.0000,  4.289909114395859E+09, -1.288047075067770E+09, -7.234036221940583E+07,
2458113.458333333, A.D. 2017-Dec-25 23:00:00.0000,  4.289914610752963E+09, -1.288028219019722E+09, -7.234087766768003E+07,
2458113.500000000, A.D. 2017-Dec-26 00:00:00.0000,  4.289920107025221E+09, -1.288009362957607E+09, -7.234139312226182E+07,
2458113.541666667, A.D. 2017-Dec-26 01:00:00.0000,  4.289925603212661E+09, -1.287990506881424E+09, -7.234190858317405E+07,
2458113.583333333, A.D. 2017-Dec-26 02:00:00.0000,  4.289931099315312E+09, -1.287971650791175E+09, -7.234242405043858E+07,
2458113.625000000, A.D. 2017-Dec-26 03:00:00.0000,  4.289936595333202E+09, -1.287952794686859E+09, -7.234293952407795E+07,
2458113.666666667, A.D. 2017-Dec-26 04:00:00.0000,  4.289942091266360E+09, -1.287933938568477E+09, -7.234345500411415E+07,
2458113.708333333, A.D. 2017-Dec-26 05:00:00.0000,  4.289947587114813E+09, -1.287915082436028E+09, -7.234397049056989E+07,
2458113.750000000, A.D. 2017-Dec-26 06:00:00.0000,  4.289953082878591E+09, -1.287896226289513E+09, -7.234448598346698E+07,
2458113.791666667, A.D. 2017-Dec-26 07:00:00.0000,  4.289958578557721E+09, -1.287877370128932E+09, -7.234500148282784E+07,
2458113.833333333, A.D. 2017-Dec-26 08:00:00.0000,  4.289964074152231E+09, -1.287858513954285E+09, -7.234551698867518E+07,
2458113.875000000, A.D. 2017-Dec-26 09:00:00.0000,  4.289969569662151E+09, -1.287839657765571E+09, -7.234603250103062E+07,
2458113.916666667, A.D. 2017-Dec-26 10:00:00.0000,  4.289975065087509E+09, -1.287820801562793E+09, -7.234654801991671E+07,
2458113.958333333, A.D. 2017-Dec-26 11:00:00.0000,  4.289980560428333E+09, -1.287801945345948E+09, -7.234706354535598E+07,
2458114.000000000, A.D. 2017-Dec-26 12:00:00.0000,  4.289986055684650E+09, -1.287783089115037E+09, -7.234757907737052E+07,
2458114.041666667, A.D. 2017-Dec-26 13:00:00.0000,  4.289991550856491E+09, -1.287764232870062E+09, -7.234809461598253E+07,
2458114.083333333, A.D. 2017-Dec-26 14:00:00.0000,  4.289997045943882E+09, -1.287745376611021E+09, -7.234861016121429E+07,
2458114.125000000, A.D. 2017-Dec-26 15:00:00.0000,  4.290002540946853E+09, -1.287726520337914E+09, -7.234912571308833E+07,
2458114.166666667, A.D. 2017-Dec-26 16:00:00.0000,  4.290008035865431E+09, -1.287707664050743E+09, -7.234964127162647E+07,
2458114.208333333, A.D. 2017-Dec-26 17:00:00.0000,  4.290013530699646E+09, -1.287688807749507E+09, -7.235015683685160E+07,
2458114.250000000, A.D. 2017-Dec-26 18:00:00.0000,  4.290019025449524E+09, -1.287669951434206E+09, -7.235067240878546E+07,
2458114.291666667, A.D. 2017-Dec-26 19:00:00.0000,  4.290024520115096E+09, -1.287651095104840E+09, -7.235118798745060E+07,
2458114.333333333, A.D. 2017-Dec-26 20:00:00.0000,  4.290030014696389E+09, -1.287632238761410E+09, -7.235170357286936E+07,
2458114.375000000, A.D. 2017-Dec-26 21:00:00.0000,  4.290035509193431E+09, -1.287613382403915E+09, -7.235221916506374E+07,
2458114.416666667, A.D. 2017-Dec-26 22:00:00.0000,  4.290041003606251E+09, -1.287594526032357E+09, -7.235273476405632E+07,
2458114.458333333, A.D. 2017-Dec-26 23:00:00.0000,  4.290046497934877E+09, -1.287575669646734E+09, -7.235325036986923E+07,
2458114.500000000, A.D. 2017-Dec-27 00:00:00.0000,  4.290051992179338E+09, -1.287556813247046E+09, -7.235376598252481E+07,
2458114.541666667, A.D. 2017-Dec-27 01:00:00.0000,  4.290057486339661E+09, -1.287537956833295E+09, -7.235428160204518E+07,
2458114.583333333, A.D. 2017-Dec-27 02:00:00.0000,  4.290062980415875E+09, -1.287519100405480E+09, -7.235479722845310E+07,
2458114.625000000, A.D. 2017-Dec-27 03:00:00.0000,  4.290068474408010E+09, -1.287500243963602E+09, -7.235531286177015E+07,
2458114.666666667, A.D. 2017-Dec-27 04:00:00.0000,  4.290073968316092E+09, -1.287481387507660E+09, -7.235582850201917E+07,
2458114.708333333, A.D. 2017-Dec-27 05:00:00.0000,  4.290079462140151E+09, -1.287462531037654E+09, -7.235634414922225E+07,
2458114.750000000, A.D. 2017-Dec-27 06:00:00.0000,  4.290084955880214E+09, -1.287443674553586E+09, -7.235685980340141E+07,
2458114.791666667, A.D. 2017-Dec-27 07:00:00.0000,  4.290090449536310E+09, -1.287424818055454E+09, -7.235737546457934E+07,
2458114.833333333, A.D. 2017-Dec-27 08:00:00.0000,  4.290095943108468E+09, -1.287405961543259E+09, -7.235789113277835E+07,
2458114.875000000, A.D. 2017-Dec-27 09:00:00.0000,  4.290101436596714E+09, -1.287387105017001E+09, -7.235840680802029E+07,
2458114.916666667, A.D. 2017-Dec-27 10:00:00.0000,  4.290106930001080E+09, -1.287368248476681E+09, -7.235892249032778E+07,
2458114.958333333, A.D. 2017-Dec-27 11:00:00.0000,  4.290112423321591E+09, -1.287349391922297E+09, -7.235943817972296E+07,
2458115.000000000, A.D. 2017-Dec-27 12:00:00.0000,  4.290117916558277E+09, -1.287330535353852E+09, -7.235995387622821E+07,
2458115.041666667, A.D. 2017-Dec-27 13:00:00.0000,  4.290123409711167E+09, -1.287311678771343E+09, -7.236046957986581E+07,
2458115.083333333, A.D. 2017-Dec-27 14:00:00.0000,  4.290128902780288E+09, -1.287292822174773E+09, -7.236098529065806E+07,
2458115.125000000, A.D. 2017-Dec-27 15:00:00.0000,  4.290134395765668E+09, -1.287273965564140E+09, -7.236150100862706E+07,
2458115.166666667, A.D. 2017-Dec-27 16:00:00.0000,  4.290139888667337E+09, -1.287255108939445E+09, -7.236201673379534E+07,
2458115.208333333, A.D. 2017-Dec-27 17:00:00.0000,  4.290145381485322E+09, -1.287236252300689E+09, -7.236253246618479E+07,
2458115.250000000, A.D. 2017-Dec-27 18:00:00.0000,  4.290150874219653E+09, -1.287217395647871E+09, -7.236304820581824E+07,
2458115.291666667, A.D. 2017-Dec-27 19:00:00.0000,  4.290156366870357E+09, -1.287198538980991E+09, -7.236356395271766E+07,
2458115.333333333, A.D. 2017-Dec-27 20:00:00.0000,  4.290161859437462E+09, -1.287179682300049E+09, -7.236407970690536E+07,
2458115.375000000, A.D. 2017-Dec-27 21:00:00.0000,  4.290167351920997E+09, -1.287160825605047E+09, -7.236459546840358E+07,
2458115.416666667, A.D. 2017-Dec-27 22:00:00.0000,  4.290172844320990E+09, -1.287141968895983E+09, -7.236511123723459E+07,
2458115.458333333, A.D. 2017-Dec-27 23:00:00.0000,  4.290178336637470E+09, -1.287123112172857E+09, -7.236562701342070E+07,
2458115.500000000, A.D. 2017-Dec-28 00:00:00.0000,  4.290183828870465E+09, -1.287104255435671E+09, -7.236614279698431E+07,
2458115.541666667, A.D. 2017-Dec-28 01:00:00.0000,  4.290189321020003E+09, -1.287085398684424E+09, -7.236665858794767E+07,
2458115.583333333, A.D. 2017-Dec-28 02:00:00.0000,  4.290194813086113E+09, -1.287066541919116E+09, -7.236717438633287E+07,
2458115.625000000, A.D. 2017-Dec-28 03:00:00.0000,  4.290200305068823E+09, -1.287047685139747E+09, -7.236769019216239E+07,
2458115.666666667, A.D. 2017-Dec-28 04:00:00.0000,  4.290205796968162E+09, -1.287028828346318E+09, -7.236820600545847E+07,
2458115.708333333, A.D. 2017-Dec-28 05:00:00.0000,  4.290211288784157E+09, -1.287009971538829E+09, -7.236872182624346E+07,
2458115.750000000, A.D. 2017-Dec-28 06:00:00.0000,  4.290216780516837E+09, -1.286991114717279E+09, -7.236923765453947E+07,
2458115.791666667, A.D. 2017-Dec-28 07:00:00.0000,  4.290222272166231E+09, -1.286972257881669E+09, -7.236975349036884E+07,
2458115.833333333, A.D. 2017-Dec-28 08:00:00.0000,  4.290227763732367E+09, -1.286953401032000E+09, -7.237026933375394E+07,
2458115.875000000, A.D. 2017-Dec-28 09:00:00.0000,  4.290233255215273E+09, -1.286934544168270E+09, -7.237078518471682E+07,
2458115.916666667, A.D. 2017-Dec-28 10:00:00.0000,  4.290238746614977E+09, -1.286915687290480E+09, -7.237130104328018E+07,
2458115.958333333, A.D. 2017-Dec-28 11:00:00.0000,  4.290244237931509E+09, -1.286896830398632E+09, -7.237181690946597E+07,
2458116.000000000, A.D. 2017-Dec-28 12:00:00.0000,  4.290249729164895E+09, -1.286877973492723E+09, -7.237233278329635E+07,
2458116.041666667, A.D. 2017-Dec-28 13:00:00.0000,  4.290255220315165E+09, -1.286859116572755E+09, -7.237284866479415E+07,
2458116.083333333, A.D. 2017-Dec-28 14:00:00.0000,  4.290260711382347E+09, -1.286840259638728E+09, -7.237336455398113E+07,
2458116.125000000, A.D. 2017-Dec-28 15:00:00.0000,  4.290266202366470E+09, -1.286821402690642E+09, -7.237388045087975E+07,
2458116.166666667, A.D. 2017-Dec-28 16:00:00.0000,  4.290271693267561E+09, -1.286802545728496E+09, -7.237439635551232E+07,
2458116.208333333, A.D. 2017-Dec-28 17:00:00.0000,  4.290277184085649E+09, -1.286783688752292E+09, -7.237491226790112E+07,
2458116.250000000, A.D. 2017-Dec-28 18:00:00.0000,  4.290282674820762E+09, -1.286764831762029E+09, -7.237542818806839E+07,
2458116.291666667, A.D. 2017-Dec-28 19:00:00.0000,  4.290288165472929E+09, -1.286745974757708E+09, -7.237594411603642E+07,
2458116.333333333, A.D. 2017-Dec-28 20:00:00.0000,  4.290293656042179E+09, -1.286727117739328E+09, -7.237646005182737E+07,
2458116.375000000, A.D. 2017-Dec-28 21:00:00.0000,  4.290299146528538E+09, -1.286708260706890E+09, -7.237697599546391E+07,
2458116.416666667, A.D. 2017-Dec-28 22:00:00.0000,  4.290304636932037E+09, -1.286689403660393E+09, -7.237749194696802E+07,
2458116.458333333, A.D. 2017-Dec-28 23:00:00.0000,  4.290310127252702E+09, -1.286670546599838E+09, -7.237800790636194E+07,
2458116.500000000, A.D. 2017-Dec-29 00:00:00.0000,  4.290315617490563E+09, -1.286651689525226E+09, -7.237852387366807E+07,
2458116.541666667, A.D. 2017-Dec-29 01:00:00.0000,  4.290321107645648E+09, -1.286632832436555E+09, -7.237903984890872E+07,
2458116.583333333, A.D. 2017-Dec-29 02:00:00.0000,  4.290326597717985E+09, -1.286613975333827E+09, -7.237955583210599E+07,
2458116.625000000, A.D. 2017-Dec-29 03:00:00.0000,  4.290332087707603E+09, -1.286595118217041E+09, -7.238007182328236E+07,
2458116.666666667, A.D. 2017-Dec-29 04:00:00.0000,  4.290337577614529E+09, -1.286576261086198E+09, -7.238058782246006E+07,
2458116.708333333, A.D. 2017-Dec-29 05:00:00.0000,  4.290343067438793E+09, -1.286557403941297E+09, -7.238110382966131E+07,
2458116.750000000, A.D. 2017-Dec-29 06:00:00.0000,  4.290348557180423E+09, -1.286538546782339E+09, -7.238161984490842E+07,
2458116.791666667, A.D. 2017-Dec-29 07:00:00.0000,  4.290354046839446E+09, -1.286519689609324E+09, -7.238213586822379E+07,
2458116.833333333, A.D. 2017-Dec-29 08:00:00.0000,  4.290359536415892E+09, -1.286500832422252E+09, -7.238265189962953E+07,
2458116.875000000, A.D. 2017-Dec-29 09:00:00.0000,  4.290365025909788E+09, -1.286481975221123E+09, -7.238316793914801E+07,
2458116.916666667, A.D. 2017-Dec-29 10:00:00.0000,  4.290370515321163E+09, -1.286463118005938E+09, -7.238368398680151E+07,
2458116.958333333, A.D. 2017-Dec-29 11:00:00.0000,  4.290376004650046E+09, -1.286444260776696E+09, -7.238420004261225E+07,
2458117.000000000, A.D. 2017-Dec-29 12:00:00.0000,  4.290381493896464E+09, -1.286425403533397E+09, -7.238471610660249E+07,
2458117.041666667, A.D. 2017-Dec-29 13:00:00.0000,  4.290386983060447E+09, -1.286406546276042E+09, -7.238523217879474E+07,
2458117.083333333, A.D. 2017-Dec-29 14:00:00.0000,  4.290392472142022E+09, -1.286387689004631E+09, -7.238574825921112E+07,
2458117.125000000, A.D. 2017-Dec-29 15:00:00.0000,  4.290397961141218E+09, -1.286368831719164E+09, -7.238626434787381E+07,
2458117.166666667, A.D. 2017-Dec-29 16:00:00.0000,  4.290403450058063E+09, -1.286349974419641E+09, -7.238678044480520E+07,
2458117.208333333, A.D. 2017-Dec-29 17:00:00.0000,  4.290408938892585E+09, -1.286331117106061E+09, -7.238729655002767E+07,
2458117.250000000, A.D. 2017-Dec-29 18:00:00.0000,  4.290414427644814E+09, -1.286312259778427E+09, -7.238781266356331E+07,
2458117.291666667, A.D. 2017-Dec-29 19:00:00.0000,  4.290419916314776E+09, -1.286293402436737E+09, -7.238832878543442E+07,
2458117.333333333, A.D. 2017-Dec-29 20:00:00.0000,  4.290425404902501E+09, -1.286274545080991E+09, -7.238884491566354E+07,
2458117.375000000, A.D. 2017-Dec-29 21:00:00.0000,  4.290430893408017E+09, -1.286255687711190E+09, -7.238936105427259E+07,
2458117.416666667, A.D. 2017-Dec-29 22:00:00.0000,  4.290436381831352E+09, -1.286236830327333E+09, -7.238987720128411E+07,
2458117.458333333, A.D. 2017-Dec-29 23:00:00.0000,  4.290441870172534E+09, -1.286217972929422E+09, -7.239039335672033E+07,
2458117.500000000, A.D. 2017-Dec-30 00:00:00.0000,  4.290447358431594E+09, -1.286199115517456E+09, -7.239090952060348E+07,
2458117.541666667, A.D. 2017-Dec-30 01:00:00.0000,  4.290452846608557E+09, -1.286180258091435E+09, -7.239142569295573E+07,
2458117.583333333, A.D. 2017-Dec-30 02:00:00.0000,  4.290458334703453E+09, -1.286161400651359E+09, -7.239194187379986E+07,
2458117.625000000, A.D. 2017-Dec-30 03:00:00.0000,  4.290463822716310E+09, -1.286142543197228E+09, -7.239245806315744E+07,
2458117.666666667, A.D. 2017-Dec-30 04:00:00.0000,  4.290469310647156E+09, -1.286123685729043E+09, -7.239297426105112E+07,
2458117.708333333, A.D. 2017-Dec-30 05:00:00.0000,  4.290474798496020E+09, -1.286104828246804E+09, -7.239349046750337E+07,
2458117.750000000, A.D. 2017-Dec-30 06:00:00.0000,  4.290480286262930E+09, -1.286085970750511E+09, -7.239400668253618E+07,
2458117.791666667, A.D. 2017-Dec-30 07:00:00.0000,  4.290485773947915E+09, -1.286067113240163E+09, -7.239452290617192E+07,
2458117.833333333, A.D. 2017-Dec-30 08:00:00.0000,  4.290491261551002E+09, -1.286048255715762E+09, -7.239503913843280E+07,
2458117.875000000, A.D. 2017-Dec-30 09:00:00.0000,  4.290496749072220E+09, -1.286029398177307E+09, -7.239555537934119E+07,
2458117.916666667, A.D. 2017-Dec-30 10:00:00.0000,  4.290502236511599E+09, -1.286010540624798E+09, -7.239607162891948E+07,
2458117.958333333, A.D. 2017-Dec-30 11:00:00.0000,  4.290507723869164E+09, -1.285991683058235E+09, -7.239658788718957E+07,
2458118.000000000, A.D. 2017-Dec-30 12:00:00.0000,  4.290513211144947E+09, -1.285972825477620E+09, -7.239710415417421E+07,
2458118.041666667, A.D. 2017-Dec-30 13:00:00.0000,  4.290518698338973E+09, -1.285953967882950E+09, -7.239762042989546E+07,
2458118.083333333, A.D. 2017-Dec-30 14:00:00.0000,  4.290524185451272E+09, -1.285935110274228E+09, -7.239813671437544E+07,
2458118.125000000, A.D. 2017-Dec-30 15:00:00.0000,  4.290529672481874E+09, -1.285916252651453E+09, -7.239865300763673E+07,
2458118.166666667, A.D. 2017-Dec-30 16:00:00.0000,  4.290535159430804E+09, -1.285897395014624E+09, -7.239916930970150E+07,
2458118.208333333, A.D. 2017-Dec-30 17:00:00.0000,  4.290540646298093E+09, -1.285878537363743E+09, -7.239968562059212E+07,
2458118.250000000, A.D. 2017-Dec-30 18:00:00.0000,  4.290546133083768E+09, -1.285859679698809E+09, -7.240020194033051E+07,
2458118.291666667, A.D. 2017-Dec-30 19:00:00.0000,  4.290551619787857E+09, -1.285840822019823E+09, -7.240071826893944E+07,
2458118.333333333, A.D. 2017-Dec-30 20:00:00.0000,  4.290557106410390E+09, -1.285821964326784E+09, -7.240123460644084E+07,
2458118.375000000, A.D. 2017-Dec-30 21:00:00.0000,  4.290562592951394E+09, -1.285803106619693E+09, -7.240175095285714E+07,
2458118.416666667, A.D. 2017-Dec-30 22:00:00.0000,  4.290568079410898E+09, -1.285784248898549E+09, -7.240226730821073E+07,
2458118.458333333, A.D. 2017-Dec-30 23:00:00.0000,  4.290573565788929E+09, -1.285765391163354E+09, -7.240278367252362E+07,
2458118.500000000, A.D. 2017-Dec-31 00:00:00.0000,  4.290579052085518E+09, -1.285746533414107E+09, -7.240330004581827E+07,
2458118.541666667, A.D. 2017-Dec-31 01:00:00.0000,  4.290584538300691E+09, -1.285727675650808E+09, -7.240381642811680E+07,
2458118.583333333, A.D. 2017-Dec-31 02:00:00.0000,  4.290590024434477E+09, -1.285708817873457E+09, -7.240433281944174E+07,
2458118.625000000, A.D. 2017-Dec-31 03:00:00.0000,  4.290595510486905E+09, -1.285689960082055E+09, -7.240484921981525E+07,
2458118.666666667, A.D. 2017-Dec-31 04:00:00.0000,  4.290600996458003E+09, -1.285671102276601E+09, -7.240536562925959E+07,
2458118.708333333, A.D. 2017-Dec-31 05:00:00.0000,  4.290606482347799E+09, -1.285652244457096E+09, -7.240588204779702E+07,
2458118.750000000, A.D. 2017-Dec-31 06:00:00.0000,  4.290611968156322E+09, -1.285633386623540E+09, -7.240639847545004E+07,
2458118.791666667, A.D. 2017-Dec-31 07:00:00.0000,  4.290617453883599E+09, -1.285614528775933E+09, -7.240691491224056E+07,
2458118.833333333, A.D. 2017-Dec-31 08:00:00.0000,  4.290622939529660E+09, -1.285595670914275E+09, -7.240743135819113E+07,
2458118.875000000, A.D. 2017-Dec-31 09:00:00.0000,  4.290628425094532E+09, -1.285576813038566E+09, -7.240794781332397E+07,
2458118.916666667, A.D. 2017-Dec-31 10:00:00.0000,  4.290633910578245E+09, -1.285557955148807E+09, -7.240846427766138E+07,
2458118.958333333, A.D. 2017-Dec-31 11:00:00.0000,  4.290639395980825E+09, -1.285539097244996E+09, -7.240898075122559E+07,
2458119.000000000, A.D. 2017-Dec-31 12:00:00.0000,  4.290644881302303E+09, -1.285520239327136E+09, -7.240949723403889E+07,
2458119.041666667, A.D. 2017-Dec-31 13:00:00.0000,  4.290650366542706E+09, -1.285501381395225E+09, -7.241001372612357E+07,
2458119.083333333, A.D. 2017-Dec-31 14:00:00.0000,  4.290655851702062E+09, -1.285482523449264E+09, -7.241053022750193E+07,
2458119.125000000, A.D. 2017-Dec-31 15:00:00.0000,  4.290661336780400E+09, -1.285463665489254E+09, -7.241104673819625E+07,
2458119.166666667, A.D. 2017-Dec-31 16:00:00.0000,  4.290666821777748E+09, -1.285444807515193E+09, -7.241156325822884E+07,
2458119.208333333, A.D. 2017-Dec-31 17:00:00.0000,  4.290672306694134E+09, -1.285425949527082E+09, -7.241207978762197E+07,
2458119.250000000, A.D. 2017-Dec-31 18:00:00.0000,  4.290677791529587E+09, -1.285407091524922E+09, -7.241259632639772E+07,
2458119.291666667, A.D. 2017-Dec-31 19:00:00.0000,  4.290683276284135E+09, -1.285388233508712E+09, -7.241311287457877E+07,
2458119.333333333, A.D. 2017-Dec-31 20:00:00.0000,  4.290688760957808E+09, -1.285369375478453E+09, -7.241362943218726E+07,
2458119.375000000, A.D. 2017-Dec-31 21:00:00.0000,  4.290694245550632E+09, -1.285350517434145E+09, -7.241414599924499E+07,
2458119.416666667, A.D. 2017-Dec-31 22:00:00.0000,  4.290699730062635E+09, -1.285331659375787E+09, -7.241466257577503E+07,
2458119.458333333, A.D. 2017-Dec-31 23:00:00.0000,  4.290705214493848E+09, -1.285312801303380E+09, -7.241517916179913E+07,
2458119.500000000, A.D. 2018-Jan-01 00:00:00.0000,  4.290710698844298E+09, -1.285293943216925E+09, -7.241569575733972E+07,
2458119.541666667, A.D. 2018-Jan-01 01:00:00.0000,  4.290716183114013E+09, -1.285275085116421E+09, -7.241621236241907E+07,
2458119.583333333, A.D. 2018-Jan-01 02:00:00.0000,  4.290721667303021E+09, -1.285256227001868E+09, -7.241672897705966E+07,
2458119.625000000, A.D. 2018-Jan-01 03:00:00.0000,  4.290727151411352E+09, -1.285237368873267E+09, -7.241724560128331E+07,
