

*******************************************************************************
Ephemeris / WWW_USER Mon Apr  3 08:54:02 2023 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Jupiter (599)                   {source: jup365_merged}
Center body name: Solar System Barycenter (0)     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2017-Oct-14 10:00:00.0000 TDB
Stop  time      : A.D. 2018-Jan-17 10:00:00.0000 TDB
Step-size       : 60 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)
Output units    : KM-D
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 1 (position only)
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2458059.125000000, A.D. 2017-Nov-01 15:00:00.0000, -6.764393550374300E+08, -4.204819881623946E+08, -1.637719384905609E+08,
2458059.166666667, A.D. 2017-Nov-01 16:00:00.0000, -6.764138125553886E+08, -4.205156822724073E+08, -1.637870024393387E+08,
2458059.208333333, A.D. 2017-Nov-01 17:00:00.0000, -6.763882675431858E+08, -4.205493746747058E+08, -1.638020656850887E+08,
2458059.250000000, A.D. 2017-Nov-01 18:00:00.0000, -6.763627200582927E+08, -4.205830653352879E+08, -1.638171282124301E+08,
2458059.291666667, A.D. 2017-Nov-01 19:00:00.0000, -6.763371701621580E+08, -4.206167542278232E+08, -1.638321900097024E+08,
2458059.333333333, A.D. 2017-Nov-01 20:00:00.0000, -6.763116179189508E+08, -4.206504413340413E+08, -1.638472510691310E+08,
2458059.375000000, A.D. 2017-Nov-01 21:00:00.0000, -6.762860633942633E+08, -4.206841266439582E+08, -1.638623113869151E+08,
2458059.416666667, A.D. 2017-Nov-01 22:00:00.0000, -6.762605066537985E+08, -4.207178101559373E+08, -1.638773709632369E+08,
2458059.458333333, A.D. 2017-Nov-01 23:00:00.0000, -6.762349477620662E+08, -4.207514918765866E+08, -1.638924298021926E+08,
2458059.500000000, A.D. 2017-Nov-02 00:00:00.0000, -6.762093867811098E+08, -4.207851718204951E+08, -1.639074879116470E+08,
2458059.541666667, A.D. 2017-Nov-02 01:00:00.0000, -6.761838237692876E+08, -4.208188500098134E+08, -1.639225453030154E+08,
2458059.583333333, A.D. 2017-Nov-02 02:00:00.0000, -6.761582587801273E+08, -4.208525264736859E+08, -1.639376019909746E+08,
2458059.625000000, A.D. 2017-Nov-02 03:00:00.0000, -6.761326918612801E+08, -4.208862012475426E+08, -1.639526579931101E+08,
2458059.666666667, A.D. 2017-Nov-02 04:00:00.0000, -6.761071230535879E+08, -4.209198743722631E+08, -1.639677133295025E+08,
2458059.708333333, A.D. 2017-Nov-02 05:00:00.0000, -6.760815523902899E+08, -4.209535458932224E+08, -1.639827680222615E+08,
2458059.750000000, A.D. 2017-Nov-02 06:00:00.0000, -6.760559798963814E+08, -4.209872158592379E+08, -1.639978220950128E+08,
2458059.791666667, A.D. 2017-Nov-02 07:00:00.0000, -6.760304055881464E+08, -4.210208843214299E+08, -1.640128755723490E+08,
2458059.833333333, A.D. 2017-Nov-02 08:00:00.0000, -6.760048294728769E+08, -4.210545513320220E+08, -1.640279284792529E+08,
2458059.875000000, A.D. 2017-Nov-02 09:00:00.0000, -6.759792515487911E+08, -4.210882169430999E+08, -1.640429808405052E+08,
2458059.916666667, A.D. 2017-Nov-02 10:00:00.0000, -6.759536718051621E+08, -4.211218812053614E+08, -1.640580326800906E+08,
2458059.958333333, A.D. 2017-Nov-02 11:00:00.0000, -6.759280902226580E+08, -4.211555441668827E+08, -1.640730840206151E+08,
2458060.000000000, A.D. 2017-Nov-02 12:00:00.0000, -6.759025067738965E+08, -4.211892058719382E+08, -1.640881348827529E+08,
2458060.041666667, A.D. 2017-Nov-02 13:00:00.0000, -6.758769214242011E+08, -4.212228663599046E+08, -1.641031852847350E+08,
2458060.083333333, A.D. 2017-Nov-02 14:00:00.0000, -6.758513341325502E+08, -4.212565256642832E+08, -1.641182352418984E+08,
2458060.125000000, A.D. 2017-Nov-02 15:00:00.0000, -6.758257448526894E+08, -4.212901838118691E+08, -1.641332847663075E+08,
2458060.166666667, A.D. 2017-Nov-02 16:00:00.0000, -6.758001535343827E+08, -4.213238408220924E+08, -1.641483338664593E+08,
2458060.208333333, A.D. 2017-Nov-02 17:00:00.0000, -6.757745601247616E+08, -4.213574967065454E+08, -1.641633825470785E+08,
2458060.250000000, A.D. 2017-Nov-02 18:00:00.0000, -6.757489645697325E+08, -4.213911514687038E+08, -1.641784308090066E+08,
2458060.291666667, A.D. 2017-Nov-02 19:00:00.0000, -6.757233668153996E+08, -4.214248051038386E+08, -1.641934786491819E+08,
2458060.333333333, A.D. 2017-Nov-02 20:00:00.0000, -6.756977668094670E+08, -4.214584575991134E+08, -1.642085260607081E+08,
2458060.375000000, A.D. 2017-Nov-02 21:00:00.0000, -6.756721645025920E+08, -4.214921089338648E+08, -1.642235730330087E+08,
2458060.416666667, A.D. 2017-Nov-02 22:00:00.0000, -6.756465598496904E+08, -4.215257590800889E+08, -1.642386195520799E+08,
2458060.458333333, A.D. 2017-Nov-02 23:00:00.0000, -6.756209528112211E+08, -4.215594080032085E+08, -1.642536656008752E+08,
2458060.500000000, A.D. 2017-Nov-03 00:00:00.0000, -6.755953433545363E+08, -4.215930556632912E+08, -1.642687111599032E+08,
2458060.541666667, A.D. 2017-Nov-03 01:00:00.0000, -6.755697314542686E+08, -4.216267020160618E+08, -1.642837562077174E+08,
2458060.583333333, A.D. 2017-Nov-03 02:00:00.0000, -6.755441170933830E+08, -4.216603470125998E+08, -1.642988007207975E+08,
2458060.625000000, A.D. 2017-Nov-03 03:00:00.0000, -6.755185002636383E+08, -4.216939906019560E+08, -1.643138446747930E+08,
2458060.666666667, A.D. 2017-Nov-03 04:00:00.0000, -6.754928809654193E+08, -4.217276327322277E+08, -1.643288880450343E+08,
2458060.708333333, A.D. 2017-Nov-03 05:00:00.0000, -6.754672592081867E+08, -4.217612733515701E+08, -1.643439308070228E+08,
2458060.750000000, A.D. 2017-Nov-03 06:00:00.0000, -6.754416350104409E+08, -4.217949124093906E+08, -1.643589729369994E+08,
2458060.791666667, A.D. 2017-Nov-03 07:00:00.0000, -6.754160083993695E+08, -4.218285498575693E+08, -1.643740144125203E+08,
2458060.833333333, A.D. 2017-Nov-03 08:00:00.0000, -6.753903794102807E+08, -4.218621856516181E+08, -1.643890552129996E+08,
2458060.875000000, A.D. 2017-Nov-03 09:00:00.0000, -6.753647480858790E+08, -4.218958197517402E+08, -1.644040953202031E+08,
2458060.916666667, A.D. 2017-Nov-03 10:00:00.0000, -6.753391144754088E+08, -4.219294521237671E+08, -1.644191347186808E+08,
2458060.958333333, A.D. 2017-Nov-03 11:00:00.0000, -6.753134786336864E+08, -4.219630827399666E+08, -1.644341733961372E+08,
2458061.000000000, A.D. 2017-Nov-03 12:00:00.0000, -6.752878406200331E+08, -4.219967115797164E+08, -1.644492113437350E+08,
2458061.041666667, A.D. 2017-Nov-03 13:00:00.0000, -6.752622004971200E+08, -4.220303386300360E+08, -1.644642485563304E+08,
2458061.083333333, A.D. 2017-Nov-03 14:00:00.0000, -6.752365583297452E+08, -4.220639638859741E+08, -1.644792850326385E+08,
2458061.125000000, A.D. 2017-Nov-03 15:00:00.0000, -6.752109141835574E+08, -4.220975873508438E+08, -1.644943207753247E+08,
2458061.166666667, A.D. 2017-Nov-03 16:00:00.0000, -6.751852681237522E+08, -4.221312090362999E+08, -1.645093557910214E+08,
2458061.208333333, A.D. 2017-Nov-03 17:00:00.0000, -6.751596202137619E+08, -4.221648289622554E+08, -1.645243900902671E+08,
2458061.250000000, A.D. 2017-Nov-03 18:00:00.0000, -6.751339705139635E+08, -4.221984471566336E+08, -1.645394236873678E+08,
2458061.291666667, A.D. 2017-Nov-03 19:00:00.0000, -6.751083190804325E+08, -4.222320636549587E+08, -1.645544566001822E+08,
2458061.333333333, A.D. 2017-Nov-03 20:00:00.0000, -6.750826659637668E+08, -4.222656784997874E+08, -1.645694888498322E+08,
2458061.375000000, A.D. 2017-Nov-03 21:00:00.0000, -6.750570112080026E+08, -4.222992917399914E+08, -1.645845204603439E+08,
2458061.416666667, A.D. 2017-Nov-03 22:00:00.0000, -6.750313548496482E+08, -4.223329034299005E+08, -1.645995514582238E+08,
2458061.458333333, A.D. 2017-Nov-03 23:00:00.0000, -6.750056969168558E+08, -4.223665136283216E+08, -1.646145818719786E+08,
2458061.500000000, A.D. 2017-Nov-04 00:00:00.0000, -6.749800374287503E+08, -4.224001223974513E+08, -1.646296117315857E+08,
2458061.541666667, A.D. 2017-Nov-04 01:00:00.0000, -6.749543763949323E+08, -4.224337298017010E+08, -1.646446410679255E+08,
2458061.583333333, A.D. 2017-Nov-04 02:00:00.0000, -6.749287138151697E+08, -4.224673359064580E+08, -1.646596699121864E+08,
2458061.625000000, A.D. 2017-Nov-04 03:00:00.0000, -6.749030496792903E+08, -4.225009407768070E+08, -1.646746982952530E+08,
2458061.666666667, A.D. 2017-Nov-04 04:00:00.0000, -6.748773839672819E+08, -4.225345444762369E+08, -1.646897262470917E+08,
2458061.708333333, A.D. 2017-Nov-04 05:00:00.0000, -6.748517166496031E+08, -4.225681470653625E+08, -1.647047537961458E+08,
2458061.750000000, A.D. 2017-Nov-04 06:00:00.0000, -6.748260476877055E+08, -4.226017486006877E+08, -1.647197809687542E+08,
2458061.791666667, A.D. 2017-Nov-04 07:00:00.0000, -6.748003770347612E+08, -4.226353491334412E+08, -1.647348077886078E+08,
2458061.833333333, A.D. 2017-Nov-04 08:00:00.0000, -6.747747046365817E+08, -4.226689487085114E+08, -1.647498342762563E+08,
2458061.875000000, A.D. 2017-Nov-04 09:00:00.0000, -6.747490304327148E+08, -4.227025473635110E+08, -1.647648604486795E+08,
2458061.916666667, A.D. 2017-Nov-04 10:00:00.0000, -6.747233543576926E+08, -4.227361451279958E+08, -1.647798863189346E+08,
2458061.958333333, A.D. 2017-Nov-04 11:00:00.0000, -6.746976763424059E+08, -4.227697420228619E+08, -1.647949118958901E+08,
2458062.000000000, A.D. 2017-Nov-04 12:00:00.0000, -6.746719963155686E+08, -4.228033380599389E+08, -1.648099371840556E+08,
2458062.041666667, A.D. 2017-Nov-04 13:00:00.0000, -6.746463142052385E+08, -4.228369332417948E+08, -1.648249621835122E+08,
2458062.083333333, A.D. 2017-Nov-04 14:00:00.0000, -6.746206299403515E+08, -4.228705275617579E+08, -1.648399868899471E+08,
2458062.125000000, A.D. 2017-Nov-04 15:00:00.0000, -6.745949434522307E+08, -4.229041210041583E+08, -1.648550112947924E+08,
2458062.166666667, A.D. 2017-Nov-04 16:00:00.0000, -6.745692546760285E+08, -4.229377135447776E+08, -1.648700353854623E+08,
2458062.208333333, A.D. 2017-Nov-04 17:00:00.0000, -6.745435635520653E+08, -4.229713051514972E+08, -1.648850591456825E+08,
2458062.250000000, A.D. 2017-Nov-04 18:00:00.0000, -6.745178700270284E+08, -4.230048957851176E+08, -1.649000825559003E+08,
2458062.291666667, A.D. 2017-Nov-04 19:00:00.0000, -6.744921740550073E+08, -4.230384854003257E+08, -1.649151055937614E+08,
2458062.333333333, A.D. 2017-Nov-04 20:00:00.0000, -6.744664755983379E+08, -4.230720739467779E+08, -1.649301282346400E+08,
2458062.375000000, A.D. 2017-Nov-04 21:00:00.0000, -6.744407746282493E+08, -4.231056613702685E+08, -1.649451504522058E+08,
2458062.416666667, A.D. 2017-Nov-04 22:00:00.0000, -6.744150711253027E+08, -4.231392476139534E+08, -1.649601722190147E+08,
2458062.458333333, A.D. 2017-Nov-04 23:00:00.0000, -6.743893650796251E+08, -4.231728326196058E+08, -1.649751935071115E+08,
2458062.500000000, A.D. 2017-Nov-05 00:00:00.0000, -6.743636564909468E+08, -4.232064163288853E+08, -1.649902142886357E+08,
2458062.541666667, A.D. 2017-Nov-05 01:00:00.0000, -6.743379453684443E+08, -4.232399986846038E+08, -1.650052345364225E+08,
2458062.583333333, A.D. 2017-Nov-05 02:00:00.0000, -6.743122317304052E+08, -4.232735796319751E+08, -1.650202542245933E+08,
2458062.625000000, A.D. 2017-Nov-05 03:00:00.0000, -6.742865156037045E+08, -4.233071591198149E+08, -1.650352733291195E+08,
2458062.666666667, A.D. 2017-Nov-05 04:00:00.0000, -6.742607970230874E+08, -4.233407371016290E+08, -1.650502918283296E+08,
2458062.708333333, A.D. 2017-Nov-05 05:00:00.0000, -6.742350760302266E+08, -4.233743135364481E+08, -1.650653097032938E+08,
2458062.750000000, A.D. 2017-Nov-05 06:00:00.0000, -6.742093526725017E+08, -4.234078883891526E+08, -1.650803269379637E+08,
2458062.791666667, A.D. 2017-Nov-05 07:00:00.0000, -6.741836270023420E+08, -4.234414616312546E+08, -1.650953435195329E+08,
2458062.833333333, A.D. 2017-Nov-05 08:00:00.0000, -6.741578990756718E+08, -4.234750332429839E+08, -1.651103594393989E+08,
2458062.875000000, A.D. 2017-Nov-05 09:00:00.0000, -6.741321689507399E+08, -4.235086032119964E+08, -1.651253746925402E+08,
2458062.916666667, A.D. 2017-Nov-05 10:00:00.0000, -6.741064366872219E+08, -4.235421715338599E+08, -1.651403892777303E+08,
2458062.958333333, A.D. 2017-Nov-05 11:00:00.0000, -6.740807023446022E+08, -4.235757382122875E+08, -1.651554031976246E+08,
2458063.000000000, A.D. 2017-Nov-05 12:00:00.0000, -6.740549659808031E+08, -4.236093032590564E+08, -1.651704164587001E+08,
2458063.041666667, A.D. 2017-Nov-05 13:00:00.0000, -6.740292276509413E+08, -4.236428666937140E+08, -1.651854290710964E+08,
2458063.083333333, A.D. 2017-Nov-05 14:00:00.0000, -6.740034874061615E+08, -4.236764285431230E+08, -1.652004410483813E+08,
2458063.125000000, A.D. 2017-Nov-05 15:00:00.0000, -6.739777452925382E+08, -4.237099888408690E+08, -1.652154524072511E+08,
2458063.166666667, A.D. 2017-Nov-05 16:00:00.0000, -6.739520013500518E+08, -4.237435476265370E+08, -1.652304631671703E+08,
2458063.208333333, A.D. 2017-Nov-05 17:00:00.0000, -6.739262556116701E+08, -4.237771049448633E+08, -1.652454733499529E+08,
2458063.250000000, A.D. 2017-Nov-05 18:00:00.0000, -6.739005081025586E+08, -4.238106608447710E+08, -1.652604829792908E+08,
2458063.291666667, A.D. 2017-Nov-05 19:00:00.0000, -6.738747588394456E+08, -4.238442153782997E+08, -1.652754920802338E+08,
2458063.333333333, A.D. 2017-Nov-05 20:00:00.0000, -6.738490078301690E+08, -4.238777685994498E+08, -1.652905006786315E+08,
2458063.375000000, A.D. 2017-Nov-05 21:00:00.0000, -6.738232550734200E+08, -4.239113205629628E+08, -1.653055088005489E+08,
2458063.416666667, A.D. 2017-Nov-05 22:00:00.0000, -6.737975005586965E+08, -4.239448713230673E+08, -1.653205164716676E+08,
2458063.458333333, A.D. 2017-Nov-05 23:00:00.0000, -6.737717442664710E+08, -4.239784209322197E+08, -1.653355237166885E+08,
2458063.500000000, A.D. 2017-Nov-06 00:00:00.0000, -6.737459861685765E+08, -4.240119694398728E+08, -1.653505305587505E+08,
2458063.541666667, A.D. 2017-Nov-06 01:00:00.0000, -6.737202262287989E+08, -4.240455168913032E+08, -1.653655370188817E+08,
2458063.583333333, A.D. 2017-Nov-06 02:00:00.0000, -6.736944644036678E+08, -4.240790633265306E+08, -1.653805431154958E+08,
2458063.625000000, A.D. 2017-Nov-06 03:00:00.0000, -6.736687006434276E+08, -4.241126087793546E+08, -1.653955488639484E+08,
2458063.666666667, A.D. 2017-Nov-06 04:00:00.0000, -6.736429348931642E+08, -4.241461532765385E+08, -1.654105542761652E+08,
2458063.708333333, A.D. 2017-Nov-06 05:00:00.0000, -6.736171670940627E+08, -4.241796968371583E+08, -1.654255593603516E+08,
2458063.750000000, A.D. 2017-Nov-06 06:00:00.0000, -6.735913971847655E+08, -4.242132394721377E+08, -1.654405641207916E+08,
2458063.791666667, A.D. 2017-Nov-06 07:00:00.0000, -6.735656251027931E+08, -4.242467811839792E+08, -1.654555685577419E+08,
2458063.833333333, A.D. 2017-Nov-06 08:00:00.0000, -6.735398507859968E+08, -4.242803219666996E+08, -1.654705726674238E+08,
2458063.875000000, A.D. 2017-Nov-06 09:00:00.0000, -6.735140741740013E+08, -4.243138618059720E+08, -1.654855764421128E+08,
2458063.916666667, A.D. 2017-Nov-06 10:00:00.0000, -6.734882952096027E+08, -4.243474006794701E+08, -1.655005798703248E+08,
2458063.958333333, A.D. 2017-Nov-06 11:00:00.0000, -6.734625138400847E+08, -4.243809385574054E+08, -1.655155829370920E+08,
2458064.000000000, A.D. 2017-Nov-06 12:00:00.0000, -6.734367300184200E+08, -4.244144754032423E+08, -1.655305856243230E+08,
2458064.041666667, A.D. 2017-Nov-06 13:00:00.0000, -6.734109437043277E+08, -4.244480111745727E+08, -1.655455879112347E+08,
2458064.083333333, A.D. 2017-Nov-06 14:00:00.0000, -6.733851548651589E+08, -4.244815458241238E+08, -1.655605897748474E+08,
2458064.125000000, A.D. 2017-Nov-06 15:00:00.0000, -6.733593634765933E+08, -4.245150793008742E+08, -1.655755911905264E+08,
2458064.166666667, A.D. 2017-Nov-06 16:00:00.0000, -6.733335695231324E+08, -4.245486115512466E+08, -1.655905921325580E+08,
2458064.208333333, A.D. 2017-Nov-06 17:00:00.0000, -6.733077729983804E+08, -4.245821425203457E+08, -1.656055925747441E+08,
2458064.250000000, A.D. 2017-Nov-06 18:00:00.0000, -6.732819739051121E+08, -4.246156721532112E+08, -1.656205924909986E+08,
2458064.291666667, A.D. 2017-Nov-06 19:00:00.0000, -6.732561722551341E+08, -4.246492003960528E+08, -1.656355918559355E+08,
2458064.333333333, A.D. 2017-Nov-06 20:00:00.0000, -6.732303680689462E+08, -4.246827271974428E+08, -1.656505906454297E+08,
2458064.375000000, A.D. 2017-Nov-06 21:00:00.0000, -6.732045613752190E+08, -4.247162525094369E+08, -1.656655888371443E+08,
2458064.416666667, A.D. 2017-Nov-06 22:00:00.0000, -6.731787522101060E+08, -4.247497762886069E+08, -1.656805864110110E+08,
2458064.458333333, A.D. 2017-Nov-06 23:00:00.0000, -6.731529406164062E+08, -4.247832984969636E+08, -1.656955833496569E+08,
2458064.500000000, A.D. 2017-Nov-07 00:00:00.0000, -6.731271266426032E+08, -4.248168191027621E+08, -1.657105796387728E+08,
2458064.541666667, A.D. 2017-Nov-07 01:00:00.0000, -6.731013103417950E+08, -4.248503380811760E+08, -1.657255752674181E+08,
2458064.583333333, A.D. 2017-Nov-07 02:00:00.0000, -6.730754917705408E+08, -4.248838554148358E+08, -1.657405702282584E+08,
2458064.625000000, A.D. 2017-Nov-07 03:00:00.0000, -6.730496709876398E+08, -4.249173710942236E+08, -1.657555645177348E+08,
2458064.666666667, A.D. 2017-Nov-07 04:00:00.0000, -6.730238480528616E+08, -4.249508851179179E+08, -1.657705581361599E+08,
2458064.708333333, A.D. 2017-Nov-07 05:00:00.0000, -6.729980230256479E+08, -4.249843974926786E+08, -1.657855510877377E+08,
2458064.750000000, A.D. 2017-Nov-07 06:00:00.0000, -6.729721959638042E+08, -4.250179082333612E+08, -1.658005433805021E+08,
2458064.791666667, A.D. 2017-Nov-07 07:00:00.0000, -6.729463669222058E+08, -4.250514173626503E+08, -1.658155350261694E+08,
2458064.833333333, A.D. 2017-Nov-07 08:00:00.0000, -6.729205359515449E+08, -4.250849249106072E+08, -1.658305260399032E+08,
2458064.875000000, A.D. 2017-Nov-07 09:00:00.0000, -6.728947030971519E+08, -4.251184309140437E+08, -1.658455164399981E+08,
2458064.916666667, A.D. 2017-Nov-07 10:00:00.0000, -6.728688683979317E+08, -4.251519354157711E+08, -1.658605062475046E+08,
2458064.958333333, A.D. 2017-Nov-07 11:00:00.0000, -6.728430318854551E+08, -4.251854384638344E+08, -1.658754954858496E+08,
2458065.000000000, A.D. 2017-Nov-07 12:00:00.0000, -6.728171935832493E+08, -4.252189401109503E+08, -1.658904841805534E+08,
2458065.041666667, A.D. 2017-Nov-07 13:00:00.0000, -6.727913535056831E+08, -4.252524404133664E+08, -1.659054723586711E+08,
2458065.083333333, A.D. 2017-Nov-07 14:00:00.0000, -6.727655116583815E+08, -4.252859394281732E+08, -1.659204600475239E+08,
2458065.125000000, A.D. 2017-Nov-07 15:00:00.0000, -6.727396680373276E+08, -4.253194372136728E+08, -1.659354472748528E+08,
2458065.166666667, A.D. 2017-Nov-07 16:00:00.0000, -6.727138226284010E+08, -4.253529338278856E+08, -1.659504340681026E+08,
2458065.208333333, A.D. 2017-Nov-07 17:00:00.0000, -6.726879754079183E+08, -4.253864293270226E+08, -1.659654204537013E+08,
2458065.250000000, A.D. 2017-Nov-07 18:00:00.0000, -6.726621263430727E+08, -4.254199237641692E+08, -1.659804064564403E+08,
2458065.291666667, A.D. 2017-Nov-07 19:00:00.0000, -6.726362753924571E+08, -4.254534171880785E+08, -1.659953920989067E+08,
2458065.333333333, A.D. 2017-Nov-07 20:00:00.0000, -6.726104225067619E+08, -4.254869096420458E+08, -1.660103774009576E+08,
2458065.375000000, A.D. 2017-Nov-07 21:00:00.0000, -6.725845676296756E+08, -4.255204011628726E+08, -1.660253623792413E+08,
2458065.416666667, A.D. 2017-Nov-07 22:00:00.0000, -6.725587106989866E+08, -4.255538917799524E+08, -1.660403470467786E+08,
2458065.458333333, A.D. 2017-Nov-07 23:00:00.0000, -6.725328516478562E+08, -4.255873815145091E+08, -1.660553314126190E+08,
2458065.500000000, A.D. 2017-Nov-08 00:00:00.0000, -6.725069904062204E+08, -4.256208703790177E+08, -1.660703154815878E+08,
2458065.541666667, A.D. 2017-Nov-08 01:00:00.0000, -6.724811269022839E+08, -4.256543583768298E+08, -1.660852992541304E+08,
2458065.583333333, A.D. 2017-Nov-08 02:00:00.0000, -6.724552610640522E+08, -4.256878455020158E+08, -1.661002827262608E+08,
2458065.625000000, A.D. 2017-Nov-08 03:00:00.0000, -6.724293928208678E+08, -4.257213317394271E+08, -1.661152658896160E+08,
2458065.666666667, A.D. 2017-Nov-08 04:00:00.0000, -6.724035221049042E+08, -4.257548170649736E+08, -1.661302487316112E+08,
2458065.708333333, A.D. 2017-Nov-08 05:00:00.0000, -6.723776488525828E+08, -4.257883014461047E+08, -1.661452312356912E+08,
2458065.750000000, A.D. 2017-Nov-08 06:00:00.0000, -6.723517730058842E+08, -4.258217848424776E+08, -1.661602133816701E+08,
2458065.791666667, A.D. 2017-Nov-08 07:00:00.0000, -6.723258945135189E+08, -4.258552672067912E+08, -1.661751951461470E+08,
2458065.833333333, A.D. 2017-Nov-08 08:00:00.0000, -6.723000133319408E+08, -4.258887484857632E+08, -1.661901765029881E+08,
2458065.875000000, A.D. 2017-Nov-08 09:00:00.0000, -6.722741294261786E+08, -4.259222286212224E+08, -1.662051574238603E+08,
2458065.916666667, A.D. 2017-Nov-08 10:00:00.0000, -6.722482427704750E+08, -4.259557075512915E+08, -1.662201378788054E+08,
2458065.958333333, A.D. 2017-Nov-08 11:00:00.0000, -6.722223533487197E+08, -4.259891852116306E+08, -1.662351178368401E+08,
2458066.000000000, A.D. 2017-Nov-08 12:00:00.0000, -6.721964611546751E+08, -4.260226615367142E+08, -1.662500972665682E+08,
2458066.041666667, A.D. 2017-Nov-08 13:00:00.0000, -6.721705661919914E+08, -4.260561364611140E+08, -1.662650761367931E+08,
2458066.083333333, A.D. 2017-Nov-08 14:00:00.0000, -6.721446684740180E+08, -4.260896099207604E+08, -1.662800544171157E+08,
2458066.125000000, A.D. 2017-Nov-08 15:00:00.0000, -6.721187680234179E+08, -4.261230818541561E+08, -1.662950320785080E+08,
2458066.166666667, A.D. 2017-Nov-08 16:00:00.0000, -6.720928648715993E+08, -4.261565522035198E+08, -1.663100090938486E+08,
2458066.208333333, A.D. 2017-Nov-08 17:00:00.0000, -6.720669590579796E+08, -4.261900209158356E+08, -1.663249854384128E+08,
2458066.250000000, A.D. 2017-Nov-08 18:00:00.0000, -6.720410506291009E+08, -4.262234879437918E+08, -1.663399610903059E+08,
2458066.291666667, A.D. 2017-Nov-08 19:00:00.0000, -6.720151396376189E+08, -4.262569532465906E+08, -1.663549360308340E+08,
2458066.333333333, A.D. 2017-Nov-08 20:00:00.0000, -6.719892261411856E+08, -4.262904167906172E+08, -1.663699102448057E+08,
2458066.375000000, A.D. 2017-Nov-08 21:00:00.0000, -6.719633102012511E+08, -4.263238785499586E+08, -1.663848837207613E+08,
2458066.416666667, A.D. 2017-Nov-08 22:00:00.0000, -6.719373918818060E+08, -4.263573385067645E+08, -1.663998564511253E+08,
2458066.458333333, A.D. 2017-Nov-08 23:00:00.0000, -6.719114712480898E+08, -4.263907966514487E+08, -1.664148284322830E+08,
2458066.500000000, A.D. 2017-Nov-09 00:00:00.0000, -6.718855483652865E+08, -4.264242529827287E+08, -1.664297996645792E+08,
2458066.541666667, A.D. 2017-Nov-09 01:00:00.0000, -6.718596232972301E+08, -4.264577075075048E+08, -1.664447701522407E+08,
2458066.583333333, A.D. 2017-Nov-09 02:00:00.0000, -6.718336961051410E+08, -4.264911602405828E+08, -1.664597399032250E+08,
2458066.625000000, A.D. 2017-Nov-09 03:00:00.0000, -6.718077668464174E+08, -4.265246112042435E+08, -1.664747089289959E+08,
2458066.666666667, A.D. 2017-Nov-09 04:00:00.0000, -6.717818355734985E+08, -4.265580604276643E+08, -1.664896772442312E+08,
2458066.708333333, A.D. 2017-Nov-09 05:00:00.0000, -6.717559023328239E+08, -4.265915079462000E+08, -1.665046448664630E+08,
2458066.750000000, A.D. 2017-Nov-09 06:00:00.0000, -6.717299671639100E+08, -4.266249538005314E+08, -1.665196118156582E+08,
2458066.791666667, A.D. 2017-Nov-09 07:00:00.0000, -6.717040300985638E+08, -4.266583980356902E+08, -1.665345781137414E+08,
2458066.833333333, A.D. 2017-Nov-09 08:00:00.0000, -6.716780911602560E+08, -4.266918406999776E+08, -1.665495437840701E+08,
2458066.875000000, A.D. 2017-Nov-09 09:00:00.0000, -6.716521503636730E+08, -4.267252818437929E+08, -1.665645088508694E+08,
2458066.916666667, A.D. 2017-Nov-09 10:00:00.0000, -6.716262077144665E+08, -4.267587215183987E+08, -1.665794733386404E+08,
2458066.958333333, A.D. 2017-Nov-09 11:00:00.0000, -6.716002632092156E+08, -4.267921597746561E+08, -1.665944372715561E+08,
2458067.000000000, A.D. 2017-Nov-09 12:00:00.0000, -6.715743168356094E+08, -4.268255966617658E+08, -1.666094006728652E+08,
2458067.041666667, A.D. 2017-Nov-09 13:00:00.0000, -6.715483685728496E+08, -4.268590322260602E+08, -1.666243635643218E+08,
2458067.083333333, A.D. 2017-Nov-09 14:00:00.0000, -6.715224183922694E+08, -4.268924665098825E+08, -1.666393259656613E+08,
2458067.125000000, A.D. 2017-Nov-09 15:00:00.0000, -6.714964662581415E+08, -4.269258995505752E+08, -1.666542878941298E+08,
2458067.166666667, A.D. 2017-Nov-09 16:00:00.0000, -6.714705121286508E+08, -4.269593313795639E+08, -1.666692493640622E+08,
2458067.208333333, A.D. 2017-Nov-09 17:00:00.0000, -6.714445559569820E+08, -4.269927620214484E+08, -1.666842103864675E+08,
2458067.250000000, A.D. 2017-Nov-09 18:00:00.0000, -6.714185976924827E+08, -4.270261914929004E+08, -1.666991709685239E+08,
2458067.291666667, A.D. 2017-Nov-09 19:00:00.0000, -6.713926372825099E+08, -4.270596198023736E+08, -1.667141311134673E+08,
2458067.333333333, A.D. 2017-Nov-09 20:00:00.0000, -6.713666746727891E+08, -4.270930469512565E+08, -1.667290908211406E+08,
